MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2013 SL102',314.38495321,0.07106389,0.87872156,2.693e-05,6.50488761,7.69e-06,265.48205929,0.00211754,94.73207264,0.00047401,55320.76263275,0.3496214,38.128117649726306,0.01708485017803789,38.47779934,0.00017046,38.50838018,0.00016133,23.06588299,0.03480432,26,38,81.39552,37.420617843,9.0535269501,-0.7914253292,-0.1567235231,1.2636477597,0.5531266884,2.7469207964701136e-08,6.567825172534006e-09,-6.926701726155407e-10,-5.200027885720606e-10,9.389903919411277e-10,4.5901465973952034e-10,1.5786304009522113e-09,-1.6391793275674557e-10,-7.846426727623582e-11,2.3561395443371486e-10,1.0872421628809958e-10,2.2133682397385972e-11,3.2386970943786286e-11,-1.8955425583302937e-11,-1.2203236472486165e-11,5.219004381718889e-10,1.0758740551794692e-10,-2.0172819573562215e-11,6.459166649657542e-11,1.2865253804010417e-11,9.626277779284535e-12,b'Scattering',b'',7.927950384216503,0.06229050687263878,7.14743690398633,0.04007962720644657,6.801651922190738,0.03971626996527288,6.570137435730791,0.05042337167831721,0.7805134802301772,0.3457849817955902,0.5772994682555411
b'2013 SL112',34.83307716,0.00174536,0.08764756,8.401e-05,2.09053696,1.356e-05,339.19113497,0.01755841,106.05252445,0.00391887,70687.92126216,2.719783,31.78004285201572,0.004279289737858982,33.69159708,0.00030088,33.71287022,0.00028868,23.59866463,0.07701183,11,16,41.6952,32.9528541163,6.9209622151,1.6635220907,-0.3160097187,0.9666194398,0.419570214,8.707850996506136e-08,1.6927241115723816e-08,3.7351111121525975e-09,-1.067082472152482e-08,9.940952291721746e-10,8.384684880451985e-10,3.3343584304615104e-09,7.372695138511811e-10,-1.6755599760543212e-09,2.6597653708332455e-10,1.7696022533381457e-10,1.8198140877468586e-10,-2.890381579066384e-10,7.226996500207807e-11,4.44464917860658e-11,7.4247191092279244e-09,9.49741198598339e-10,1.1029321954385773e-10,2.068679148479384e-10,4.6965068007686476e-11,2.302635465712456e-11,b'Resonant 5:4',"b'5,4,-10,0,1,0'",9.048645359353818,0.1464088966689907,8.239588672305272,0.09388210074393116,7.947953601668184,0.08414732557769376,7.941769965116924,0.1464645122193495,0.8090566870485456,0.2916350706370878,0.29781870718834624
b'2013 SM102',52.27585608,0.00226389,0.25571269,2.78e-05,11.40734824,6.314e-05,226.96856035,0.00992748,154.01510492,0.00026596,59140.92496385,2.16830774,38.90825645825264,0.0031303673585277767,38.9467948,0.0002548,38.98493555,0.00023982,23.23710254,0.04154401,22,31,55.70127,37.7712935065,9.5849155861,-1.1331284776,-0.2923298545,1.0545057042,0.2726530507,6.102159116804546e-08,1.5287696471480174e-08,-2.088513913552329e-09,-7.139222376318829e-10,1.916273171948772e-09,5.469541997171559e-10,3.856833453591742e-09,-5.188909300390192e-10,-1.6603663225244794e-11,5.221005650631878e-10,1.3205079405851605e-10,8.117432444362683e-11,6.487127936365728e-11,-5.485297999529116e-11,-2.10637240041105e-11,1.493656450510839e-09,3.713806443919327e-10,-5.2073467543275035e-11,1.673348429433429e-10,5.047732137664298e-12,8.882543627339249e-12,b'Detached',b'',7.823160731368931,0.06297538494805707,7.2781234678816435,0.0478082234255149,7.136807081962607,0.06108387068721761,6.8007705138666115,0.07321789751403228,0.5450372634872824,0.1413163859190383,0.47735295401503586
b'2013 SM106',45.30377305,0.00931896,0.17149528,0.00066688,16.89965968,0.00057905,336.27862998,0.82218524,21.23041464,0.00024015,53186.65948279,174.97405572,37.53438960075912,0.03725217324263667,37.72804816,0.00396613,37.8488795,0.00368355,23.25906224,0.05767927,9,13,23.07739,36.1685314363,10.533740222,3.6626943808,-0.2515455472,0.8144080499,0.6998144527,1.4782890083450805e-05,3.6130805387979513e-06,9.75672579962575e-07,8.860616685911782e-06,2.1322161665011425e-06,5.581589359244528e-07,8.842287528944749e-07,2.3919725064888775e-07,2.15157080630413e-06,5.185002933451958e-07,1.360155638323583e-07,6.520821027054752e-08,5.735828148075307e-07,1.385066145508837e-07,3.665583719980161e-08,5.526951626985727e-06,1.320809750643594e-06,3.407979499196449e-07,3.1611803780942715e-07,8.174524168740614e-08,2.1350257978140216e-08,b'Classical',b'',7.9062643565633035,0.12322434724444715,7.415731098490719,0.08362518345006728,7.19845057978811,0.1234538509869419,6.978821044837053,0.19971040205791551,0.4905332580725863,0.21728051870260723,0.4369100536536667
b'2013 SM112',44.19712766,0.00406342,0.07220507,6.842e-05,2.71538874,1.658e-05,77.65360305,0.18079997,97.5711445,0.00512844,105664.27301563,58.54813041,41.00587087283207,0.0033606129755347656,47.23941103,0.00103797,47.25278038,0.00100093,23.99509954,0.07674187,8,12,28.8548,46.3582334559,9.0305726496,1.4792571237,-0.1838302026,0.7905753587,0.3462976912,1.039484708005427e-06,1.9635189541930947e-07,2.9509788339198446e-08,-9.44107778947268e-08,4.0017313336185114e-09,6.629768476560109e-09,3.738331345051156e-08,5.676320916834314e-09,-1.4874099889857672e-08,1.32055711471634e-09,1.338846298659066e-09,9.343618777321141e-10,-1.4178226711159724e-09,3.545497875217988e-10,2.2472095185060498e-10,4.532770331810848e-08,6.6495310319239466e-09,4.716219842093635e-10,1.3681654771199353e-09,2.3052760034895052e-10,8.768893295597698e-11,b'Classical',b'',8.267852294374732,0.16373607677318344,7.2491284955236654,0.10250253696340364,6.986304329776564,0.10977368134461364,6.67022862054406,0.12866813626946116,1.0187237988510691,0.2628241657471026,0.5788998749796045
b'2013 SN102',67.71102692,0.0056318,0.43869236,4.198e-05,4.45459328,1.747e-05,247.35865174,0.00617142,114.14716819,0.00077774,55912.80433745,1.20078736,38.00671649965894,0.00600052833995652,38.13566769,0.00032894,38.10447732,0.00031967,23.25524267,0.04544092,15,24,39.59197,37.5398438089,6.5293019386,-0.2820190556,-0.1429940322,1.1236206419,0.4561171246,1.0519585512832218e-07,1.7783792689550393e-08,-1.1972963788124794e-09,-6.076599309905014e-10,3.700933183014756e-09,1.511615743550314e-09,3.0420600357564385e-09,-1.910699657992549e-10,1.0614515106023726e-10,6.613302327238881e-10,2.5309199982600676e-10,2.4928099986249392e-11,8.960937397741071e-11,-2.823845966672258e-11,-1.763499954910707e-11,1.5264811271378845e-09,2.3409446922728186e-10,-2.670836399752485e-11,1.7489100747557405e-10,5.016478418192909e-11,2.3718335665293203e-11,b'Detached',b'',8.323782548548783,0.0974041851288107,7.335668566431087,0.051621466749940115,7.052117924560692,0.05900509633639285,6.8596991477378015,0.07752778977512056,0.988113982117694,0.28355064187039863,0.4759694186932837
b'2013 SN106',43.62322787,0.00395615,0.04518666,4.343e-05,6.48572183,0.00010472,280.98254253,0.12936626,202.72866281,0.00064763,96171.25282159,35.91838016,41.652039825779894,0.0040932742089579924,45.39232912,0.00099134,45.00731231,0.00093902,23.44444412,0.05622313,10,17,33.31835,43.8408800189,-10.1124769883,-1.1718403488,0.1756471636,0.8612953607,0.2788386797,9.263531590883087e-07,-2.2679033006597104e-07,-2.848503819043083e-08,-4.991189185846143e-08,3.186477045013713e-08,7.795379789730893e-09,5.5559775024816425e-08,6.980234727801188e-09,1.2477901994085158e-08,-7.862812046976846e-09,-1.9151591412069112e-09,8.936984463103458e-10,1.617061207378499e-09,-9.987968892699659e-10,-2.437493653707713e-10,6.028188048090146e-09,-2.4846356462150755e-09,-5.058640220902743e-10,1.2771046045525708e-09,2.8791763085551425e-10,7.202145458151344e-11,b'Classical',b'',7.758065187354612,0.1358531216985477,6.8688459534544375,0.09612043315374226,6.447125325059721,0.10564908722421519,6.201327943863754,0.10721921772506414,0.8892192339001769,0.4217206283947105,0.6675180095906834
b'2013 SN112',43.21688962,0.00192718,0.04307442,0.00026554,12.72173928,0.00019245,250.39376639,0.21528401,77.70849854,0.00086814,39960.60946118,51.58860692,41.35534724765323,0.011194176760024379,41.9792968,0.00042978,42.36290875,0.00032179,23.28680089,0.07304156,11,15,21.94499,34.8092101687,23.9280532815,3.2222960101,-0.4837546313,0.7070260832,0.4665400915,1.2599649745756136e-07,8.533462615962169e-08,1.0557581256814961e-08,-4.298684760114323e-08,-2.3660836027791035e-08,-1.0400375521637693e-09,5.790773634048578e-08,7.187210643478484e-09,-2.720845341377111e-08,-1.4766191606173682e-08,-5.629998588002593e-10,9.249968418668278e-10,-2.7274984544966653e-09,-1.40626575902528e-09,-2.066517160629373e-11,6.197898704616403e-08,3.9229892216436856e-08,3.854135026521285e-09,2.499122995932093e-08,2.5007909939703032e-09,2.880592917054228e-10,b'Classical',b'',7.741586557131766,0.11532076073039134,6.93716540528599,0.09067388556407169,6.772887011887969,0.10182512949214205,6.5241015314132955,0.13453922199829013,0.8044211518457791,0.16427839339802228,0.4130638738726943
b'2013 SO102',39.35062866,0.00075501,0.219608,1.378e-05,9.85156109,1.816e-05,257.86729175,0.00417658,145.22601531,0.00020337,59849.12929406,0.64146695,30.70891589386477,0.001125800736964326,30.62820974,9.941e-05,30.91604008,8.042e-05,22.43862916,0.0222605,23,28,47.32947,27.2140721671,14.6172271857,1.2379336156,-0.6315927681,1.0178783593,0.343075087,7.727372315268968e-09,4.070580953053344e-09,2.8708179754883907e-10,-7.623712433297913e-10,-2.6406660135016475e-11,7.612902761994994e-11,2.1488536602896102e-09,1.5197569987738381e-10,-3.801197851443905e-10,-1.1063219860808622e-12,4.135098461916846e-11,1.2504444162074086e-11,-2.2286703971872132e-11,2.6416352628547233e-12,3.0752113213131358e-12,2.595357178910981e-10,1.1299396376936285e-10,3.1364082508107482e-12,6.716089622604687e-11,6.143203595224817e-12,2.0856209901351033e-12,b'Resonant 3:2',b'',8.114739826890526,0.05626082865694904,7.530352343619926,0.033607263236429034,7.403364757390461,0.04946875909685695,7.327731417492567,0.07308458174291282,0.5843874832705985,0.12698758622946923,0.2026209261273636
b'2013 SO112',50.64718026,0.02779361,0.31535495,0.00071131,24.49681576,0.00035427,63.84041696,0.04064514,177.17477349,0.00020072,32618.50205323,24.40073838,34.67534112283931,0.05454497304904461,49.87717263,0.00209129,49.47683846,0.00196363,24.12696663,0.08799004,8,9,9.35876,47.9160407648,-12.3059259993,-0.75813386,0.4885920118,0.7603532208,-0.0236762216,4.092512900078197e-06,-1.0713279524097151e-06,-8.23505912837132e-08,5.271278207337434e-07,-7.345955319819835e-08,-1.3631036699313528e-08,2.8222225273691253e-07,2.1476387403479308e-08,-1.1310507298385995e-07,1.2283035133626617e-08,3.082389756266634e-09,1.743459838939796e-09,-1.1812319349154873e-08,1.8156086176042316e-09,3.153254131722179e-10,4.354467235240887e-07,-1.1233478115716487e-07,-8.933776739444843e-09,3.013241844431758e-08,2.253835341610394e-09,2.0519421965012584e-10,b'Detached',b'',8.376843654096097,0.3580838622982831,7.19851175800955,0.13972175049184513,6.7628788405554925,0.14085912079625665,6.675461682394692,0.20594596658307715,1.1783318960865483,0.4356329174540595,0.5230500756148587
b'2013 SP102',39.35715278,0.0005418,0.15298854,2.013e-05,11.59985245,3.972e-05,75.54855334,0.01702851,146.68722972,0.00039636,16787.88398645,6.19623982,33.33595926973253,0.0005007534989937919,44.83837218,0.00022565,45.15986364,0.00017841,22.61695994,0.02185945,24,34,88.87528,39.0704699164,22.6232534944,1.0488400349,-0.3913761046,0.7367046164,0.2244258294,3.8292788612721243e-08,2.1981861163999445e-08,8.302076494515349e-10,-6.112978559388715e-09,-2.717607694008366e-09,6.751521313809013e-11,1.2628916966531828e-08,4.77251553492933e-10,-3.4616156589050953e-09,-1.5331410317470207e-09,4.0354608016262176e-11,2.4121567261025285e-11,-1.2083385118036117e-10,-5.1679296079939856e-11,-1.265683277336185e-13,1.887254243581072e-09,9.98602458772811e-10,2.0049313078471896e-11,5.45204755130418e-10,1.4340338681573415e-11,2.9261404899261447e-12,b'Resonant 3:2',b'',6.5989293238081554,0.04521324513422871,6.01023613984564,0.03061426546165602,5.848495884127855,0.03560691237950403,5.778624315077822,0.06574136577399185,0.5886931839625165,0.1617402557177853,0.23161182476782105
b'2013 SP112',51.66964625,0.00826477,0.21857988,0.00015789,38.6681899,0.00020357,125.39539588,0.05553202,180.23218131,3.095e-05,44852.42218684,11.040864,40.3757012367994,0.012395196444960021,43.45080954,0.00146052,43.22468784,0.00145357,24.00859164,0.08616367,7,8,16.21834,43.1363139029,-2.6348370671,0.8304788876,0.2165944362,0.9732336828,-0.2643765806,2.121480949392961e-06,-1.5339629615914475e-07,4.017824182493369e-08,-1.3572343636362788e-07,6.359957039105128e-08,-1.569917776372612e-08,1.13515736541797e-08,-2.9541802819205072e-09,1.259287540345237e-08,-4.820483054325097e-09,1.1986975708691591e-09,8.172568991664263e-10,-3.2045437860246617e-09,1.2582146829272548e-09,-2.982633203746746e-10,4.463012296906782e-08,-7.113061450070215e-09,1.8261106513931237e-09,2.1757719279762964e-09,-5.402455378808465e-10,1.462647718991806e-10,b'Classical',b'',8.710318506146239,0.20312555214474262,7.5830634503496785,0.10054341734421197,7.223451396746119,0.09912699091846221,7.10718928108704,0.17600500618812362,1.1272550557965602,0.35961205360355686,0.4758741692626376
b'2013 SQ102',91.67242762,0.03634361,0.61641661,0.00016967,29.54838505,3.698e-05,357.67082001,0.00957878,14.30627513,0.00021977,71420.77379307,1.05405795,35.164020749106975,0.02923841251470795,47.35362954,0.00132488,46.56915469,0.00082096,23.03220425,0.03704086,18,25,53.0165,23.905130788,-22.0984010681,-33.3000234401,0.6182637311,0.6341979925,0.6942770193,4.344316488204296e-07,-4.195082203044331e-07,-6.306840244782544e-07,1.79873120804495e-08,5.732712667308018e-09,4.059569430544259e-09,4.052031333932975e-07,6.091455084210683e-07,-1.6727951480667133e-08,-6.1504389593525405e-09,-4.844780247474225e-09,9.157705737033125e-07,-2.5275746411481286e-08,-9.124937230281668e-09,-7.100219294611622e-09,5.535567557764939e-09,-4.347669389067218e-09,-6.728697689185e-09,4.4714564552315186e-09,6.659650789047241e-09,9.97881380228656e-09,b'Detached',b'',6.842893129623603,0.056512620632566235,6.2378091282541686,0.04196900908011992,5.918863916345378,0.04815294773812247,5.867202076586439,0.07183522729972446,0.6050840013694317,0.3189452119087906,0.3706070516677301
b'2013 SQ112',42.69300251,0.00520313,0.1053799,8.641e-05,22.47065647,0.00019,151.08085096,0.06270407,180.90482927,8.057e-05,52501.52163963,14.10213836,38.19401823809187,0.008164515117819687,38.72957524,0.00097929,38.44610435,0.00096479,24.14389469,0.0959183,8,11,22.57254,38.1821341592,-4.4948595883,0.1542996669,0.1610456179,1.0508001068,0.0187846465,9.435056948476255e-07,-1.212939252222326e-07,1.264408078417018e-09,-9.119421911423663e-09,2.9170740948457506e-08,8.132333593583113e-10,1.5818026161741366e-08,-1.5710161997657705e-10,2.5982844876242283e-09,-3.929578419156708e-09,-1.0243248928658535e-10,5.447568065276679e-11,3.2870039227252165e-11,3.311140862835989e-11,1.0985482970584217e-11,1.193414011006599e-08,-1.853273402188799e-09,9.698590706272223e-12,1.1230010897818547e-09,2.2814619010560415e-11,1.323151136983862e-11,b'Resonant candidate 22:13',b'',9.037078408521145,0.15751754535702014,8.254614215538604,0.11987042989030422,7.961079446443756,0.12391217913561701,7.93918489763316,0.18269772187525266,0.7824641929825399,0.2935347690948495,0.3154293179054446
b'2013 SQ99',44.1502509,0.00128826,0.09290491,5.492e-05,3.46757093,8.743e-05,175.36933453,0.03737649,51.99791601,0.00116713,15921.7249113,13.87235481,40.04847567313447,0.002175943830507834,47.34749134,0.00037306,47.41052907,0.00035423,23.21304241,0.04117008,14,28,41.54331,46.1283967714,10.6267810286,2.6459030021,-0.149962785,0.7779057919,0.3802396155,1.3219802835008602e-07,2.9595752133642337e-08,7.087233358443724e-09,-9.610086137561472e-09,5.95865859250251e-10,7.811615440460252e-10,6.655279181288256e-09,1.5960909834324135e-09,-1.850172737283482e-09,2.0082237713990763e-10,1.9094259833239524e-10,3.937403146304985e-10,-3.7287111013715565e-10,6.37352701559648e-11,4.9564492259739614e-11,5.324022787684445e-09,9.89641624937004e-10,1.8971568340826173e-10,2.3651484717611405e-10,5.862804714562615e-11,2.072718355313265e-11,b'Classical',b'',7.243480463649954,0.07720989368966752,6.39951638859784,0.04574942477377191,5.9225048867502235,0.03998322660713735,5.955184447493233,0.07311026897636169,0.8439640750521153,0.4770115018476148,0.44433194110460655
b'2013 SR102',52.87656789,0.00932043,0.38362123,0.00011085,29.92055869,2.275e-05,9.71226681,0.01629743,41.44394186,0.00035318,80512.74348127,3.30070426,32.59199400807788,0.010116267221439844,50.47492659,0.00185406,49.71256047,0.00117506,22.89107482,0.03813761,15,23,27.10467,25.6442679224,-21.9771818058,-36.4789483329,0.4916107106,0.6430380263,0.4330949642,8.652077561683882e-07,-7.693429524933211e-07,-1.2781670327510181e-06,2.9097453193670518e-08,1.3217058079892964e-08,-1.7688242828443463e-09,6.841971600224617e-07,1.1366378719480544e-06,-2.5448826495895766e-08,-1.2129904243750525e-08,9.45966696679402e-10,1.8883603050890307e-06,-4.253850284576187e-08,-1.992330614767185e-08,1.9531621009097057e-09,3.8510774286455375e-09,-2.1007312756191484e-09,-4.288367024104698e-09,2.467572456088294e-09,3.7276735872107824e-09,6.247825210993323e-09,b'Resonant 7:3',b'',6.290844537757584,0.0474891920937969,5.837276694067723,0.04932340531397457,5.704062457351322,0.08859753715323715,5.384705701981767,0.06772990803911831,0.45356784368985664,0.13321423671640195,0.4525709920859591
b'2013 SR112',46.25625591,0.00934418,0.03521344,0.00017021,24.06876363,0.00030624,100.73059222,0.30211519,178.84139744,8.941e-05,35147.39138951,84.8508278,44.62741421816589,0.010499814602293087,46.02968367,0.00223698,45.743222,0.00220357,24.19673535,0.10117757,7,7,9.25553,45.4236457951,-5.3884150736,-0.3158242898,0.1409923708,0.9239853032,-0.011244264,4.923149225093822e-06,-6.303971095844618e-07,-4.3758473490285244e-08,-1.834528602285691e-07,1.3342067434959935e-07,2.2751642633125202e-09,8.093698261955952e-08,5.605695347693022e-09,2.528592648411842e-08,-1.7304483944739653e-08,-3.0560677024210426e-10,4.750830569945582e-10,1.6695044489520482e-09,-1.191313612342881e-09,-9.414230633190306e-13,3.184034046492663e-08,-8.31238079191144e-09,-2.8045531977295037e-10,4.0867741905648384e-09,8.769880900920632e-11,2.6824334123405148e-11,b'Classical',b'',9.119256314420921,0.36986649262178883,7.564054191319622,0.13739303078826867,7.380334505536956,0.1385759412738122,7.263874257843343,0.1750242123133998,1.5552021231012971,0.18371968578266668,0.30017993347627897
b'2013 SS102',47.2505529,0.00106246,0.19666949,1.911e-05,26.37803593,4.898e-05,19.65904429,0.00814169,21.52761263,3.017e-05,65256.71159806,1.64661286,37.95781052548717,0.001625027936892482,39.2029075,0.00017112,39.15690712,0.00016595,22.79566261,0.02712155,16,26,62.32567,38.5576957886,6.3788623589,-2.4243733273,-0.1716603432,0.6942406304,0.8191531899,2.838010261287772e-08,4.724773614314603e-09,-1.8021952183354885e-09,1.0645278711565952e-09,7.17006688606091e-10,5.47038880186026e-10,7.938282946633494e-10,-2.9604021936409487e-10,2.2828463942735662e-10,1.275104520555049e-10,8.813276428293947e-11,1.2255555513919528e-10,-1.0402268826234953e-11,-3.58513191798156e-11,-3.85532725742893e-11,7.664528170162098e-10,1.4980779775858802e-10,-2.135228336782117e-11,3.98544208217651e-11,6.729515947988537e-12,1.3882532284844422e-11,b'Classical',b'',7.70100001727152,0.07408806748691862,6.836538173685716,0.03766827441895824,6.482235722123692,0.03937511920192344,6.407528903298951,0.06932165370541223,0.8644618435858058,0.35430245156202617,0.4290092703867645
